节点编号,时间戳,空气温度(℃),空气湿度(%),土壤温度(℃),土壤水分(%),空气CO2浓度(ppm),光照强度(lux)
6009, 2014-03-06 18:58:03,5.38,90.44,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:57:35,5.42,90.43,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:57:09,5.41,90.37,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:56:36,5.42,90.35,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:56:06,5.40,90.32,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:55:36,5.41,90.30,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:55:07,5.42,90.30,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:54:28,5.42,90.30,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:53:58,5.44,90.31,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:52:16,5.45,90.26,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:51:45,5.44,90.26,5.38,27.74,0.00,0.00
6009, 2014-03-06 18:51:14,5.46,90.26,5.38,27.69,0.00,0.00
6009, 2014-03-06 18:50:53,5.44,90.23,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:50:46,5.44,90.23,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:50:31,5.46,90.21,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:50:01,5.44,90.20,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:49:31,5.46,90.18,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:48:06,5.46,90.13,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:47:37,5.47,90.11,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:47:07,5.46,90.08,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:46:37,5.48,90.06,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:45:47,5.48,90.04,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:45:18,5.46,90.03,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:44:48,5.50,90.02,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:43:53,5.50,89.99,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:43:23,5.50,89.97,5.31,27.64,0.00,0.00
6009, 2014-03-06 18:42:03,5.52,89.97,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:41:33,5.52,89.97,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:41:03,5.52,89.92,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:39:51,5.51,89.87,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:39:22,5.51,89.87,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:38:53,5.53,89.85,5.38,27.64,0.00,0.00
6009, 2014-03-06 18:37:44,5.53,89.77,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:37:14,5.54,89.72,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:36:44,5.54,89.67,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:35:48,5.54,89.59,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:35:31,5.56,89.57,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:33:35,5.58,89.48,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:33:05,5.59,89.43,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:32:35,5.59,89.43,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:32:05,5.58,89.40,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:30:29,5.62,89.33,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:29:59,5.62,89.33,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:29:26,5.62,89.28,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:28:55,5.64,89.29,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:28:26,5.64,89.29,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:28:08,5.64,89.26,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:27:21,5.65,89.24,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:26:44,5.66,89.19,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:25:45,5.66,89.14,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:25:12,5.67,89.12,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:24:42,5.69,89.10,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:24:13,5.68,89.04,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:23:42,5.68,89.04,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:23:14,5.69,89.02,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:22:44,5.68,88.99,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:22:14,5.70,88.97,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:21:50,5.69,88.94,5.25,27.79,0.00,0.00
6009, 2014-03-06 18:21:16,5.71,88.92,5.25,27.79,0.00,0.00
6009, 2014-03-06 18:20:46,5.70,88.89,5.31,27.79,0.00,0.00
6009, 2014-03-06 18:20:34,5.74,88.85,5.31,27.84,0.00,0.00
6009, 2014-03-06 18:19:19,5.74,88.80,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:18:40,5.76,88.81,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:18:17,5.74,88.75,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:17:41,5.78,88.76,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:17:10,5.77,88.73,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:16:40,5.77,88.71,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:16:10,5.78,88.68,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:15:04,5.78,88.66,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:14:34,5.80,88.66,5.31,27.69,0.00,0.00
6009, 2014-03-06 18:14:04,5.81,88.61,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:13:35,5.82,88.62,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:10:43,5.84,88.49,5.31,27.74,0.00,0.00
6009, 2014-03-06 18:10:13,5.84,88.47,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:09:42,5.86,88.47,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:09:13,5.86,88.45,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:08:37,5.86,88.42,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:08:07,5.87,88.42,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:07:38,5.87,88.37,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:06:24,5.88,88.38,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:05:18,5.89,88.33,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:04:35,5.89,88.35,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:04:03,5.91,88.33,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:03:33,5.90,88.33,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:03:03,5.92,88.33,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:02:31,5.92,88.33,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:02:01,5.92,88.33,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:01:32,5.92,88.39,5.25,27.69,0.00,0.00
6009, 2014-03-06 18:01:01,5.94,88.39,5.25,27.74,0.00,0.00
6009, 2014-03-06 18:00:20,5.96,88.40,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:59:50,5.96,88.40,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:59:19,5.96,88.42,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:58:50,5.97,88.40,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:58:18,5.98,88.40,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:57:43,5.98,88.37,5.25,27.64,0.00,0.00
6009, 2014-03-06 17:57:13,5.99,88.35,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:56:43,5.99,88.35,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:56:07,6.00,88.35,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:55:37,6.01,88.36,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:55:13,5.98,88.35,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:54:53,6.00,88.30,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:54:07,6.00,88.30,5.31,27.69,0.00,0.00
6009, 2014-03-06 17:53:26,6.02,88.31,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:52:56,6.02,88.31,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:52:32,6.03,88.31,5.25,27.64,0.00,0.00
6009, 2014-03-06 17:51:42,6.04,88.34,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:51:11,6.04,88.34,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:50:41,6.04,88.34,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:49:48,6.05,88.31,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:49:18,6.05,88.29,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:48:48,6.04,88.29,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:48:18,6.05,88.26,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:47:31,6.06,88.21,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:47:02,6.04,88.18,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:46:32,6.04,88.13,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:45:26,6.04,88.03,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:45:03,6.04,88.00,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:44:26,6.04,87.98,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:43:07,6.04,87.88,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:42:43,6.04,87.85,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:42:07,6.04,87.82,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:41:30,6.03,87.85,5.31,27.69,0.00,0.00
6009, 2014-03-06 17:40:59,6.05,87.85,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:40:30,6.05,87.85,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:39:38,6.04,87.90,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:39:07,6.04,87.90,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:38:38,6.04,87.95,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:38:08,6.06,87.98,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:37:22,6.06,88.03,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:36:59,6.06,88.06,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:36:22,6.07,88.09,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:35:52,6.08,88.12,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:35:26,6.08,88.12,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:34:44,6.08,88.12,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:34:26,6.08,88.12,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:33:08,6.08,88.12,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:32:32,6.08,88.07,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:32:03,6.08,88.07,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:30:54,6.09,88.02,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:30:25,6.10,87.99,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:29:55,6.08,87.96,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:29:25,6.10,87.94,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:28:45,6.10,87.92,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:28:14,6.11,87.92,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:27:07,6.12,87.92,5.25,27.79,0.00,0.00
6009, 2014-03-06 17:26:43,6.12,87.95,5.25,27.79,0.00,0.00
6009, 2014-03-06 17:26:01,6.14,87.93,5.19,27.84,0.00,0.00
6009, 2014-03-06 17:25:31,6.12,87.92,5.19,27.84,0.00,0.00
6009, 2014-03-06 17:24:59,6.13,87.85,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:24:28,6.14,87.82,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:23:59,6.16,87.78,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:23:35,6.16,87.72,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:22:30,6.18,87.60,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:22:00,6.20,87.61,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:21:54,6.20,87.61,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:18:30,6.26,87.52,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:17:59,6.26,87.54,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:17:30,6.28,87.55,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:17:00,6.29,87.52,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:16:38,6.28,87.55,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:15:07,6.31,87.56,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:14:34,6.32,87.56,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:14:04,6.32,87.56,5.25,27.69,0.00,0.00
6009, 2014-03-06 17:13:34,6.33,87.56,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:13:04,6.34,87.56,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:12:17,6.35,87.62,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:11:47,6.34,87.61,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:11:18,6.34,87.67,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:10:02,6.36,87.72,5.25,27.74,0.00,0.00
6009, 2014-03-06 17:09:03,6.35,87.80,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:07:30,6.37,87.80,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:07:12,6.37,87.83,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:06:30,6.38,87.88,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:05:23,6.39,87.94,5.13,27.69,0.00,0.00
6009, 2014-03-06 17:04:53,6.40,87.99,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:03:53,6.38,87.98,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:03:23,6.40,87.99,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:02:53,6.39,87.94,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:02:24,6.38,87.93,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:01:53,6.38,87.93,5.19,27.74,0.00,0.00
6009, 2014-03-06 17:01:25,6.40,87.91,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:00:55,6.41,87.94,5.19,27.69,0.00,0.00
6009, 2014-03-06 17:00:25,6.41,87.97,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:59:38,6.40,88.02,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:59:08,6.41,88.02,5.19,27.74,0.00,0.00
6009, 2014-03-06 16:58:38,6.40,88.02,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:58:08,6.40,87.99,5.19,27.74,0.00,0.00
6009, 2014-03-06 16:57:38,6.41,87.99,5.19,27.74,0.00,0.00
6009, 2014-03-06 16:57:08,6.42,87.97,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:56:38,6.41,87.94,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:56:08,6.42,87.94,5.19,27.74,0.00,0.00
6009, 2014-03-06 16:55:34,6.44,87.97,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:55:03,6.42,87.97,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:54:33,6.44,87.95,5.13,27.74,0.00,0.00
6009, 2014-03-06 16:54:02,6.44,88.00,5.19,27.74,0.00,0.00
6009, 2014-03-06 16:53:31,6.44,88.03,5.19,27.74,0.00,0.00
6009, 2014-03-06 16:53:01,6.46,88.11,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:51:37,6.48,88.19,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:51:05,6.49,88.22,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:50:36,6.47,88.26,5.19,27.74,0.00,0.00
6009, 2014-03-06 16:50:07,6.48,88.32,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:49:37,6.49,88.42,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:49:07,6.48,88.42,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:48:37,6.48,88.47,5.19,27.64,0.00,0.00
6009, 2014-03-06 16:48:07,6.49,88.48,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:47:32,6.48,88.50,5.19,27.74,0.00,0.00
6009, 2014-03-06 16:47:02,6.50,88.58,-0.06,27.69,0.00,0.00
6009, 2014-03-06 16:46:31,6.50,88.63,5.19,27.64,0.00,0.00
6009, 2014-03-06 16:46:01,6.50,88.74,5.13,27.74,0.00,0.00
6009, 2014-03-06 16:45:20,6.50,88.79,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:44:51,6.50,88.84,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:44:20,6.49,88.89,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:42:58,6.51,88.99,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:42:52,6.51,88.99,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:42:16,6.50,89.09,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:41:47,6.49,89.14,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:40:54,6.50,89.25,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:40:24,6.50,89.30,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:39:54,6.51,89.35,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:39:24,6.50,89.40,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:39:08,6.50,89.43,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:38:38,6.50,89.45,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:38:09,6.50,89.50,5.19,27.69,0.00,0.00
6009, 2014-03-06 16:37:39,6.49,89.48,5.13,27.74,0.00,0.00
6009, 2014-03-06 16:36:44,6.50,89.56,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:36:14,6.49,89.60,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:35:44,6.50,89.73,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:35:13,6.50,89.86,5.13,27.74,0.00,0.00
6009, 2014-03-06 16:34:37,6.48,89.98,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:34:07,6.48,90.06,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:33:37,6.48,90.06,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:32:52,6.48,90.11,5.13,27.74,0.00,0.00
6009, 2014-03-06 16:32:22,6.46,90.21,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:31:52,6.46,90.29,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:31:22,6.45,90.36,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:30:12,6.42,90.40,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:29:41,6.42,90.40,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:29:24,6.41,90.40,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:28:21,6.38,90.39,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:27:52,6.36,90.39,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:25:55,6.35,90.33,5.06,27.64,0.00,0.00
6009, 2014-03-06 16:25:25,6.34,90.33,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:24:55,6.34,90.33,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:24:34,6.34,90.33,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:24:03,6.31,90.32,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:23:33,6.31,90.38,5.13,27.74,0.00,0.00
6009, 2014-03-06 16:23:09,6.30,90.37,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:23:03,6.30,90.37,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:21:58,6.30,90.42,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:21:29,6.30,90.42,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:20:59,6.28,90.47,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:20:20,6.28,90.42,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:19:50,6.26,90.39,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:19:20,6.26,90.34,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:18:50,6.28,90.32,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:17:56,6.24,90.28,5.06,27.64,0.00,0.00
6009, 2014-03-06 16:16:56,6.26,90.21,5.06,27.64,0.00,0.00
6009, 2014-03-06 16:16:27,6.26,90.16,5.13,27.74,0.00,0.00
6009, 2014-03-06 16:15:54,6.26,90.11,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:15:24,6.26,90.11,5.13,27.64,0.00,0.00
6009, 2014-03-06 16:14:54,6.26,90.16,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:14:31,6.27,90.21,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:13:46,6.28,90.27,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:13:16,6.28,90.24,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:12:52,6.30,90.22,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:12:46,6.30,90.22,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:11:52,6.28,90.16,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:11:28,6.30,90.19,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:10:58,6.30,90.25,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:10:21,6.32,90.30,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:09:35,6.32,90.43,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:09:05,6.32,90.53,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:08:35,6.32,90.63,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:08:06,6.32,90.76,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:07:28,6.34,90.84,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:06:58,6.34,90.89,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:06:30,6.33,90.99,5.13,27.69,0.00,0.00
6009, 2014-03-06 16:05:59,6.34,91.04,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:05:20,6.34,91.04,5.06,27.64,0.00,0.00
6009, 2014-03-06 16:04:51,6.33,90.99,5.06,27.64,0.00,0.00
6009, 2014-03-06 16:04:21,6.32,90.91,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:03:25,6.31,90.78,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:02:55,6.32,90.73,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:02:25,6.31,90.68,5.06,27.64,0.00,0.00
6009, 2014-03-06 16:01:55,6.30,90.65,5.06,27.64,0.00,0.00
6009, 2014-03-06 16:01:06,6.30,90.65,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:00:36,6.30,90.65,5.06,27.69,0.00,0.00
6009, 2014-03-06 16:00:06,6.33,90.66,5.06,27.64,0.00,0.00
6009, 2014-03-06 15:59:14,6.32,90.68,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:58:44,6.34,90.69,5.06,27.64,0.00,0.00
6009, 2014-03-06 15:58:14,6.35,90.69,5.13,27.64,0.00,0.00
6009, 2014-03-06 15:57:46,6.36,90.74,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:57:03,6.37,90.75,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:56:34,6.38,90.75,5.06,27.64,0.00,0.00
6009, 2014-03-06 15:56:04,6.39,90.75,5.06,27.64,0.00,0.00
6009, 2014-03-06 15:54:58,6.42,90.84,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:54:35,6.42,90.91,5.06,27.60,0.00,0.00
6009, 2014-03-06 15:53:58,6.42,91.01,5.06,27.64,0.00,0.00
6009, 2014-03-06 15:53:30,6.45,91.07,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:53:04,6.48,91.08,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:52:34,6.47,91.05,5.00,27.64,0.00,0.00
6009, 2014-03-06 15:52:04,6.45,90.97,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:51:34,6.46,90.87,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:50:50,6.48,90.72,5.13,27.64,0.00,0.00
6009, 2014-03-06 15:50:17,6.48,90.62,5.06,27.64,0.00,0.00
6009, 2014-03-06 15:49:49,6.48,90.57,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:49:08,6.50,90.55,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:48:38,6.52,90.61,5.06,27.64,0.00,0.00
6009, 2014-03-06 15:48:10,6.54,90.69,5.06,27.64,0.00,0.00
6009, 2014-03-06 15:47:38,6.54,90.74,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:46:29,6.55,90.79,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:45:59,6.56,90.77,5.06,27.64,0.00,0.00
6009, 2014-03-06 15:45:29,6.58,90.75,5.00,27.64,0.00,0.00
6009, 2014-03-06 15:44:22,6.61,90.81,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:43:23,6.62,90.86,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:42:42,6.62,90.96,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:42:12,6.65,91.00,5.00,27.64,0.00,0.00
6009, 2014-03-06 15:41:42,6.66,90.97,5.00,27.64,0.00,0.00
6009, 2014-03-06 15:41:12,6.66,90.95,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:40:46,6.68,90.98,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:40:10,6.69,91.03,5.00,27.64,0.00,0.00
6009, 2014-03-06 15:39:10,6.73,91.19,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:38:23,6.74,91.20,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:37:53,6.76,91.25,5.06,27.69,0.00,0.00
6009, 2014-03-06 15:37:24,6.77,91.31,5.00,27.64,0.00,0.00
6009, 2014-03-06 15:36:53,6.78,91.36,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:36:15,6.80,91.49,5.00,27.74,0.00,0.00
6009, 2014-03-06 15:35:47,6.81,91.57,5.00,27.74,0.00,0.00
6009, 2014-03-06 15:35:28,6.82,91.67,5.00,27.79,0.00,0.00
6009, 2014-03-06 15:34:52,6.84,91.88,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:33:53,6.85,91.99,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:33:22,6.86,92.09,5.00,27.64,0.00,0.00
6009, 2014-03-06 15:32:23,6.87,92.24,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:31:54,6.86,92.29,5.06,27.64,0.00,0.00
6009, 2014-03-06 15:31:25,6.85,92.29,5.00,27.64,0.00,0.00
6009, 2014-03-06 15:30:55,6.84,92.31,5.00,27.64,0.00,0.00
6009, 2014-03-06 15:24:54,6.77,92.47,5.00,27.64,0.00,0.00
6009, 2014-03-06 15:24:24,6.79,92.50,5.00,27.69,0.00,0.00
6009, 2014-03-06 15:23:56,6.78,92.57,5.00,27.69,0.00,0.00
